store_id,dept_id,day,sell_price,snap,event_type,lag_1,lag_7,lag_28,rolling_mean_7,rolling_mean_28,sales
TX_1,HOUSEHOLD_1,34,2.08,0,None,21,23,19,22.0,21.0,22
TX_1,FOODS_2,42,9.37,0,None,55,61,56,58.0,57.33,56
CA_1,HOBBIES_1,7,1.53,0,None,34,34,41,34.0,36.33,36
WI_1,FOODS_2,76,2.36,1,None,41,38,46,39.5,41.67,40
TX_2,HOBBIES_1,16,11.44,1,None,17,20,21,18.5,19.33,16
CA_2,HOUSEHOLD_1,49,6.95,0,None,44,39,41,41.5,41.33,43
TX_2,FOODS_3,72,11.24,0,None,28,30,33,29.0,30.33,26
WI_1,HOBBIES_1,33,8.8,0,Cultural,48,45,50,46.5,47.67,50
WI_1,FOODS_1,48,5.01,0,None,73,75,74,74.0,74.0,75
CA_1,HOBBIES_1,67,4.27,0,National,40,42,45,41.0,42.33,40
CA_1,FOODS_2,59,8.52,0,None,72,67,71,69.5,70.0,72
TX_2,HOBBIES_1,21,8.59,0,None,13,16,10,14.5,13.0,12
CA_1,FOODS_3,43,4.53,0,None,67,67,70,67.0,68.0,68
WI_1,HOUSEHOLD_1,32,8.09,1,None,77,80,75,78.5,77.33,78
WI_1,FOODS_3,50,1.88,0,None,52,58,47,55.0,52.33,54
WI_1,FOODS_3,10,3.42,1,National,48,47,57,47.5,50.67,50
CA_2,FOODS_2,1,5.38,1,None,66,66,60,66.0,64.0,66
WI_1,FOODS_3,44,7.91,0,None,48,46,43,47.0,45.67,46
CA_1,HOUSEHOLD_1,75,11.85,0,None,50,51,43,50.5,48.0,51
CA_2,FOODS_3,29,9.74,0,None,70,64,74,67.0,69.33,68
WI_1,FOODS_1,42,2.83,1,None,81,79,85,80.0,81.67,80
CA_2,FOODS_3,19,4.07,1,National,67,70,71,68.5,69.33,65
CA_1,HOUSEHOLD_1,15,4.28,1,None,47,44,55,45.5,48.67,49
CA_2,HOUSEHOLD_1,54,9.11,1,Cultural,45,48,46,46.5,46.33,45
TX_1,HOBBIES_1,37,3.06,0,None,32,35,27,33.5,31.33,32
CA_1,HOUSEHOLD_1,24,5.27,0,None,49,53,41,51.0,47.67,48
CA_1,HOBBIES_1,75,8.1,0,None,42,46,34,44.0,40.67,41
TX_1,HOUSEHOLD_1,40,8.29,0,None,16,19,19,17.5,18.0,17
CA_1,HOBBIES_1,40,11.92,0,None,35,38,32,36.5,35.0,36
CA_1,FOODS_2,33,7.86,1,Religious,70,65,70,67.5,68.33,70
WI_1,FOODS_1,75,4.69,0,None,78,84,86,81.0,82.67,80
TX_2,HOUSEHOLD_1,73,3.87,0,None,48,45,46,46.5,46.33,48
TX_2,HOBBIES_1,4,10.24,0,None,14,11,9,12.5,11.33,14
CA_2,FOODS_2,66,11.97,0,None,75,74,74,74.5,74.33,73
CA_2,FOODS_3,44,7.14,0,None,76,76,73,76.0,75.0,74
TX_2,FOODS_2,42,2.42,0,None,80,85,74,82.5,79.67,81
WI_1,HOUSEHOLD_1,40,11.55,0,National,83,81,79,82.0,81.0,81
WI_1,FOODS_3,59,4.98,0,None,51,52,53,51.5,52.0,49
CA_1,HOUSEHOLD_1,44,4.65,0,None,45,46,45,45.5,45.33,47
CA_1,HOUSEHOLD_1,58,9.77,1,None,56,54,49,55.0,53.0,57
CA_2,FOODS_3,76,8.13,0,None,69,68,69,68.5,68.67,71
TX_2,HOUSEHOLD_1,26,4.65,1,None,43,39,42,41.0,41.33,42
WI_1,FOODS_1,68,4.39,0,None,83,84,93,83.5,86.67,85
TX_1,HOBBIES_1,10,2.16,0,None,31,29,38,30.0,32.67,31
CA_1,HOBBIES_1,3,9.7,1,None,30,35,34,32.5,33.0,32
WI_1,FOODS_3,54,9.15,0,None,53,56,54,54.5,54.33,52
TX_2,FOODS_2,56,9.39,1,None,90,90,90,90.0,90.0,88
CA_2,FOODS_1,48,2.85,0,None,87,84,93,85.5,88.0,86
WI_1,FOODS_2,52,8.05,0,None,41,41,44,41.0,42.0,42
CA_1,HOUSEHOLD_1,54,7.7,0,None,54,59,56,56.5,56.33,55
CA_2,FOODS_3,61,11.32,0,None,72,69,80,70.5,73.67,73
WI_1,FOODS_2,23,10.37,1,None,46,44,41,45.0,43.67,47
WI_1,HOUSEHOLD_1,68,1.9,0,Cultural,87,84,88,85.5,86.33,85
CA_2,HOUSEHOLD_1,12,7.52,0,None,39,39,45,39.0,41.0,40
CA_1,HOBBIES_1,59,1.85,1,None,34,38,36,36.0,36.0,36
TX_1,FOODS_1,48,6.14,0,None,18,23,18,20.5,19.67,20
TX_1,HOBBIES_1,57,3.76,0,None,28,29,32,28.5,29.67,28
TX_1,FOODS_2,16,7.29,1,Cultural,53,49,50,51.0,50.67,54
CA_2,FOODS_1,55,9.64,0,None,82,83,79,82.5,81.33,83
TX_2,FOODS_2,72,5.12,0,None,86,83,85,84.5,84.67,87
WI_1,FOODS_2,3,4.56,0,None,37,38,45,37.5,40.0,38
TX_2,HOBBIES_1,17,5.97,0,None,12,13,18,12.5,14.33,12
WI_1,HOBBIES_1,32,2.93,0,None,48,46,54,47.0,49.33,49
TX_1,FOODS_1,19,7.38,1,None,25,27,22,26.0,24.67,26
CA_1,HOBBIES_1,1,3.41,0,None,39,36,45,37.5,40.0,38
TX_2,FOODS_3,68,3.41,0,None,25,28,23,26.5,25.33,24
TX_2,FOODS_3,76,8.69,0,None,24,28,21,26.0,24.33,23
WI_1,FOODS_3,26,2.75,0,None,55,51,45,53.0,50.33,53
TX_2,FOODS_3,5,8.98,0,None,19,25,22,22.0,22.0,21
WI_1,FOODS_1,12,5.48,0,None,77,77,78,77.0,77.33,77
CA_1,FOODS_1,24,9.3,0,None,35,36,31,35.5,34.0,37
CA_1,HOUSEHOLD_1,45,6.01,0,None,54,50,58,52.0,54.0,52
CA_1,FOODS_1,64,5.76,1,None,44,46,35,45.0,41.67,42
WI_1,HOUSEHOLD_1,37,3.0,0,None,82,78,74,80.0,78.0,81
CA_1,HOBBIES_1,76,8.85,0,None,41,39,46,40.0,42.0,41
WI_1,FOODS_1,70,11.54,0,None,81,86,77,83.5,81.33,82
CA_2,HOUSEHOLD_1,41,6.57,0,None,45,44,47,44.5,45.33,45
TX_1,FOODS_2,11,5.45,0,None,58,64,53,61.0,58.33,59
TX_2,FOODS_3,36,2.7,0,None,32,34,36,33.0,34.0,30
TX_1,FOODS_3,8,1.52,1,None,82,84,76,83.0,80.67,81
WI_1,FOODS_1,11,10.94,1,Cultural,74,73,77,73.5,74.67,72
WI_1,FOODS_1,37,5.8,0,None,74,71,80,72.5,75.0,72
TX_1,FOODS_2,68,5.54,0,None,52,56,50,54.0,52.67,54
WI_1,HOUSEHOLD_1,17,6.51,0,None,72,78,70,75.0,73.33,74
TX_1,FOODS_2,64,6.61,0,None,61,55,55,58.0,57.0,60
TX_2,HOUSEHOLD_1,50,4.01,0,None,53,51,54,52.0,52.67,55
CA_1,HOBBIES_1,68,10.65,0,None,36,41,31,38.5,36.0,36
CA_2,FOODS_3,23,4.4,0,None,66,64,65,65.0,65.0,65
CA_1,FOODS_3,59,4.64,1,None,70,70,68,70.0,69.33,70
WI_1,HOUSEHOLD_1,28,9.36,0,None,80,76,77,78.0,77.67,78
WI_1,FOODS_3,77,6.11,0,None,57,59,53,58.0,56.33,58
CA_2,FOODS_3,16,8.49,1,None,67,64,66,65.5,65.67,65
TX_1,FOODS_2,40,5.25,0,Cultural,63,64,62,63.5,63.0,62
CA_1,FOODS_2,39,9.98,1,None,68,69,75,68.5,70.67,67
CA_2,FOODS_3,34,10.88,1,None,71,66,61,68.5,66.0,69
WI_1,FOODS_2,4,7.33,1,None,39,36,43,37.5,39.33,41
CA_1,FOODS_3,35,4.5,0,None,66,73,62,69.5,67.0,68
TX_1,HOBBIES_1,6,11.16,0,None,24,20,27,22.0,23.67,25
CA_2,FOODS_1,43,3.19,0,None,83,87,89,85.0,86.33,82
TX_2,HOUSEHOLD_1,31,1.87,1,National,47,53,42,50.0,47.33,49
TX_1,FOODS_3,74,10.28,0,None,88,92,83,90.0,87.67,89
TX_2,FOODS_3,53,5.24,0,National,24,27,30,25.5,27.0,25
CA_2,FOODS_1,41,11.16,0,None,82,81,82,81.5,81.67,81
CA_2,FOODS_2,19,6.92,1,None,72,76,73,74.0,73.67,72
CA_1,FOODS_3,20,2.55,1,None,69,73,63,71.0,68.33,68
CA_2,FOODS_2,10,2.28,0,None,65,68,74,66.5,69.0,67
TX_2,FOODS_1,66,2.27,1,None,76,82,73,79.0,77.0,77
CA_2,HOUSEHOLD_1,9,1.84,0,None,41,44,40,42.5,41.67,40
TX_1,FOODS_3,65,10.27,0,None,91,85,83,88.0,86.33,89
WI_1,FOODS_2,46,10.12,0,None,44,46,50,45.0,46.67,45
WI_1,FOODS_2,28,10.28,1,None,36,38,44,37.0,39.33,38
TX_2,HOUSEHOLD_1,70,5.17,0,None,54,56,54,55.0,54.67,52
CA_1,FOODS_1,33,6.32,0,National,37,36,39,36.5,37.33,38
WI_1,HOBBIES_1,44,8.57,1,Religious,49,47,56,48.0,50.67,51
CA_2,HOUSEHOLD_1,28,7.09,0,None,39,36,34,37.5,36.33,40
TX_2,FOODS_2,34,5.28,0,None,86,85,77,85.5,82.67,84
CA_1,FOODS_2,48,3.01,0,None,66,69,59,67.5,64.67,65
TX_2,FOODS_1,33,4.39,1,None,67,72,62,69.5,67.0,68
CA_1,FOODS_3,10,1.54,0,None,65,61,70,63.0,65.33,64
CA_1,FOODS_3,50,2.24,0,None,71,75,80,73.0,75.33,72
CA_1,HOUSEHOLD_1,9,4.72,1,None,55,56,50,55.5,53.67,53
CA_2,HOUSEHOLD_1,72,8.51,1,None,48,44,55,46.0,49.0,47
WI_1,FOODS_1,8,4.45,0,Cultural,67,66,60,66.5,64.33,65
CA_2,FOODS_3,37,5.21,1,None,75,75,74,75.0,74.67,73
CA_1,FOODS_1,50,1.5,1,None,43,44,36,43.5,41.0,42
WI_1,FOODS_3,18,3.26,0,None,49,50,55,49.5,51.33,50
CA_1,HOUSEHOLD_1,76,6.99,1,None,59,56,57,57.5,57.33,57
TX_2,FOODS_1,19,11.35,0,Religious,67,64,69,65.5,66.67,67
TX_1,FOODS_2,3,2.84,0,None,53,58,47,55.5,52.67,54
TX_1,FOODS_1,16,3.34,0,None,14,12,20,13.0,15.33,15
TX_1,HOUSEHOLD_1,6,5.51,0,None,18,12,17,15.0,15.67,17
CA_1,HOUSEHOLD_1,43,2.71,1,None,50,51,55,50.5,52.0,48
WI_1,HOUSEHOLD_1,76,11.18,0,None,85,82,91,83.5,86.0,84
CA_1,HOUSEHOLD_1,37,3.68,0,None,51,55,51,53.0,52.33,50
CA_1,HOBBIES_1,21,6.31,0,None,36,32,40,34.0,36.0,35
CA_2,FOODS_1,27,9.76,0,None,88,83,83,85.5,84.67,86
CA_1,FOODS_3,65,8.44,0,None,69,72,70,70.5,70.33,68
TX_1,FOODS_3,7,10.5,0,None,83,77,83,80.0,81.0,81
WI_1,HOUSEHOLD_1,64,7.02,1,None,88,87,90,87.5,88.33,89
TX_2,HOUSEHOLD_1,44,8.73,0,None,53,57,54,55.0,54.67,53
TX_2,HOBBIES_1,35,11.54,0,None,13,12,10,12.5,11.67,13
WI_1,HOUSEHOLD_1,43,4.18,1,None,82,78,77,80.0,79.0,80
CA_1,FOODS_3,67,4.96,0,Cultural,72,71,72,71.5,71.67,74
CA_1,HOUSEHOLD_1,60,8.93,1,None,43,40,39,41.5,40.67,45
CA_2,HOBBIES_1,39,2.18,0,None,75,78,68,76.5,73.67,74
CA_1,FOODS_2,2,8.95,0,None,58,53,58,55.5,56.33,57
CA_1,FOODS_1,60,11.44,1,None,47,49,40,48.0,45.33,47
WI_1,FOODS_2,37,6.32,0,None,41,39,35,40.0,38.33,42
WI_1,HOBBIES_1,75,8.86,0,None,49,52,53,50.5,51.33,50
CA_1,HOBBIES_1,77,6.51,0,None,38,37,30,37.5,35.0,38
TX_2,HOUSEHOLD_1,47,7.06,1,None,52,51,46,51.5,49.67,52
TX_2,HOUSEHOLD_1,48,4.58,1,None,51,47,50,49.0,49.33,51
CA_1,FOODS_1,74,5.58,0,Religious,45,43,46,44.0,44.67,44
WI_1,HOUSEHOLD_1,34,3.26,0,None,79,77,71,78.0,75.67,79
WI_1,HOBBIES_1,52,6.96,1,Religious,50,46,54,48.0,50.0,48
CA_1,FOODS_3,57,7.81,1,None,69,74,69,71.5,70.67,69
CA_1,FOODS_1,70,7.14,1,National,34,35,33,34.5,34.0,36
CA_1,HOBBIES_1,9,6.39,0,None,39,41,47,40.0,42.33,41
CA_1,FOODS_3,9,10.25,0,None,66,66,73,66.0,68.33,65
WI_1,FOODS_1,21,7.42,1,None,78,73,76,75.5,75.67,76
WI_1,HOUSEHOLD_1,55,5.58,0,None,82,81,79,81.5,80.67,81
TX_2,FOODS_3,7,5.84,1,None,28,32,24,30.0,28.0,27
TX_2,FOODS_3,73,6.92,0,None,31,33,36,32.0,33.33,30
WI_1,HOUSEHOLD_1,59,7.12,0,None,86,83,93,84.5,87.33,86
TX_1,HOUSEHOLD_1,51,1.5,0,Religious,19,24,23,21.5,22.0,20
TX_2,FOODS_1,56,4.93,0,Cultural,73,73,73,73.0,73.0,73
WI_1,FOODS_1,49,5.18,1,None,82,85,85,83.5,84.0,80
TX_1,FOODS_3,63,7.19,0,None,87,89,91,88.0,89.0,86
WI_1,FOODS_3,25,3.39,0,None,46,43,52,44.5,47.0,48
CA_2,HOUSEHOLD_1,18,4.39,0,None,39,45,45,42.0,43.0,41
CA_1,FOODS_1,46,8.12,0,None,37,39,45,38.0,40.33,38
TX_1,FOODS_2,76,10.97,0,National,55,55,56,55.0,55.33,57
TX_1,HOBBIES_1,53,3.88,0,None,30,25,25,27.5,26.67,28
CA_2,FOODS_2,33,6.29,1,None,74,78,71,76.0,74.33,73
CA_1,FOODS_1,77,6.09,0,None,43,38,43,40.5,41.33,43
WI_1,HOUSEHOLD_1,19,9.16,0,None,79,80,83,79.5,80.67,77
TX_2,FOODS_3,52,9.67,1,None,25,31,29,28.0,28.33,27
CA_2,FOODS_2,65,9.26,1,None,70,70,65,70.0,68.33,70
CA_2,HOUSEHOLD_1,38,3.24,0,None,39,40,41,39.5,40.0,40
WI_1,HOUSEHOLD_1,69,7.83,1,None,84,85,83,84.5,84.0,84
CA_2,HOBBIES_1,62,7.66,0,None,67,66,75,66.5,69.33,67
TX_1,FOODS_3,17,3.14,1,None,84,87,87,85.5,86.0,85
CA_1,FOODS_1,31,11.07,0,National,39,36,42,37.5,39.0,40
TX_1,HOBBIES_1,49,6.61,1,None,35,38,36,36.5,36.33,33
TX_2,FOODS_3,2,7.83,0,None,20,22,23,21.0,21.67,22
TX_1,HOBBIES_1,61,2.76,0,None,31,31,24,31.0,28.67,30
CA_2,HOUSEHOLD_1,51,8.93,0,None,43,39,41,41.0,41.0,44
TX_1,HOUSEHOLD_1,56,1.99,0,Cultural,20,24,22,22.0,22.0,20
TX_2,HOBBIES_1,27,5.3,0,None,10,7,12,8.5,9.67,12
TX_2,HOUSEHOLD_1,32,2.56,1,None,46,45,44,45.5,45.0,44
TX_2,HOUSEHOLD_1,49,10.88,1,None,47,54,53,50.5,51.33,49
TX_2,FOODS_1,69,9.51,1,None,74,71,80,72.5,75.0,72
TX_2,HOUSEHOLD_1,55,3.96,0,None,53,53,47,53.0,51.0,51
CA_1,FOODS_1,45,7.26,1,Religious,32,36,26,34.0,31.33,33
CA_1,HOUSEHOLD_1,17,1.95,0,None,47,43,43,45.0,44.33,47
CA_1,FOODS_3,15,10.21,1,None,60,58,62,59.0,60.0,61
WI_1,FOODS_1,43,8.91,1,None,76,78,86,77.0,80.0,78
TX_2,HOUSEHOLD_1,68,6.67,0,None,54,53,46,53.5,51.0,54
WI_1,HOUSEHOLD_1,3,1.94,0,None,78,77,79,77.5,78.0,79
WI_1,FOODS_3,41,6.5,0,None,54,55,46,54.5,51.67,52
TX_2,FOODS_1,24,6.28,0,None,73,66,72,69.5,70.33,71
TX_1,FOODS_2,27,7.41,0,None,61,56,65,58.5,60.67,59
CA_1,HOUSEHOLD_1,59,11.01,0,None,54,58,46,56.0,52.67,54
CA_2,HOUSEHOLD_1,67,10.68,1,None,50,47,45,48.5,47.33,48
CA_2,FOODS_3,45,3.65,1,None,76,75,81,75.5,77.33,76
CA_2,FOODS_3,14,7.83,0,National,70,69,67,69.5,68.67,70
TX_2,FOODS_3,43,11.18,0,None,30,24,23,27.0,25.67,28
TX_1,HOBBIES_1,34,2.25,0,Cultural,32,36,34,34.0,34.0,32
CA_1,FOODS_3,32,5.55,0,None,67,73,65,70.0,68.33,69
CA_2,FOODS_3,50,10.44,0,None,73,74,72,73.5,73.0,71
TX_2,FOODS_1,3,7.06,0,None,67,66,61,66.5,64.67,67
CA_2,FOODS_1,32,6.11,0,None,81,82,83,81.5,82.0,82
TX_2,FOODS_1,48,8.42,0,None,73,69,81,71.0,74.33,74
CA_2,FOODS_2,25,7.65,1,Religious,69,73,75,71.0,72.33,69
WI_1,FOODS_1,3,8.08,0,None,75,77,73,76.0,75.0,74
CA_1,HOBBIES_1,73,3.44,1,None,41,41,49,41.0,43.67,41
TX_2,HOUSEHOLD_1,35,1.64,0,None,49,42,53,45.5,48.0,47
TX_2,HOBBIES_1,22,7.84,0,Religious,13,9,5,11.0,9.0,12
CA_2,FOODS_1,69,7.31,0,Cultural,88,90,97,89.0,91.67,89
WI_1,FOODS_1,66,8.58,1,None,83,84,82,83.5,83.0,84
WI_1,FOODS_1,13,2.54,1,None,74,78,67,76.0,73.0,75
CA_1,FOODS_2,47,11.06,1,None,66,71,70,68.5,69.0,68
TX_2,HOBBIES_1,73,6.42,0,None,16,17,17,16.5,16.67,14
WI_1,FOODS_1,10,5.79,0,None,73,78,76,75.5,75.67,74
CA_2,FOODS_2,18,2.46,1,None,71,73,69,72.0,71.0,70
TX_1,FOODS_3,13,8.26,0,None,84,85,83,84.5,84.0,85
TX_1,HOBBIES_1,41,6.74,0,None,32,30,34,31.0,32.0,33
CA_2,FOODS_1,30,11.17,0,None,89,83,84,86.0,85.33,88
CA_1,HOUSEHOLD_1,47,7.63,1,None,53,53,60,53.0,55.33,54
CA_1,FOODS_3,41,11.34,0,None,72,74,71,73.0,72.33,72
TX_2,FOODS_1,74,3.13,1,None,77,78,85,77.5,80.0,77
WI_1,FOODS_2,14,5.69,1,None,36,34,33,35.0,34.33,35
WI_1,FOODS_2,36,10.06,0,None,35,40,35,37.5,36.67,37
TX_2,HOBBIES_1,34,10.3,0,None,13,10,21,11.5,14.67,15
CA_1,HOBBIES_1,36,10.17,1,None,42,46,41,44.0,43.0,41
TX_2,FOODS_2,61,3.47,0,None,84,86,78,85.0,82.67,84
CA_1,FOODS_1,68,6.64,0,None,47,46,41,46.5,44.67,45
WI_1,FOODS_3,7,3.63,0,None,47,45,55,46.0,49.0,48
TX_1,FOODS_3,40,1.67,0,None,84,81,78,82.5,81.0,84
TX_1,FOODS_1,2,6.23,1,None,17,16,17,16.5,16.67,19
CA_2,FOODS_2,3,1.56,0,None,64,57,60,60.5,60.33,62
TX_2,FOODS_3,49,3.16,0,None,25,22,25,23.5,24.0,25
WI_1,HOUSEHOLD_1,13,1.61,1,None,79,77,70,78.0,75.33,77
TX_2,FOODS_2,28,8.45,0,Religious,73,78,82,75.5,77.67,75
TX_1,FOODS_1,49,6.03,0,None,20,21,11,20.5,17.33,18
WI_1,FOODS_2,2,2.03,0,None,39,41,31,40.0,37.0,37
TX_2,FOODS_3,50,7.79,0,None,29,25,22,27.0,25.33,27
TX_1,FOODS_1,37,6.45,1,None,20,20,16,20.0,18.67,22
WI_1,FOODS_2,43,2.84,1,None,41,38,36,39.5,38.33,43
TX_2,HOUSEHOLD_1,14,9.03,0,None,49,50,42,49.5,47.0,48
TX_2,HOUSEHOLD_1,61,6.94,0,None,51,56,59,53.5,55.33,52
WI_1,FOODS_1,60,6.34,0,None,80,81,78,80.5,79.67,80
TX_2,FOODS_1,23,8.78,0,None,68,70,67,69.0,68.33,70
CA_2,FOODS_1,66,4.54,0,None,91,87,97,89.0,91.67,89
TX_2,FOODS_3,28,7.85,0,None,23,17,14,20.0,18.0,22
TX_1,FOODS_1,55,2.82,0,None,19,16,17,17.5,17.33,20
TX_1,FOODS_2,59,1.71,1,None,57,64,65,60.5,62.0,59
TX_1,FOODS_1,72,9.72,0,National,20,18,14,19.0,17.33,18
CA_1,HOBBIES_1,31,8.97,0,None,35,36,35,35.5,35.33,34
TX_1,FOODS_2,41,11.47,1,Religious,55,58,54,56.5,55.67,57
CA_1,HOBBIES_1,10,11.9,0,None,36,42,37,39.0,38.33,38
TX_2,FOODS_1,77,9.1,0,None,75,78,71,76.5,74.67,77
WI_1,HOBBIES_1,61,3.38,0,None,52,54,48,53.0,51.33,52
TX_1,FOODS_1,38,1.85,0,None,10,15,14,12.5,13.0,10
