crane_id,vibration_hz,temperature_c,load_kn,hydraulic_pressure_bar,speed_rpm,power_kw,wind_speed_ms,visibility_m,humidity_pct,cycle_count,maintenance_days_since,error_code,ambient_temp_c,crane_id_enc,anomaly_label
CRANE_10,11.903266303229149,47.420949520425715,151.17648664728318,211.32531104285707,37.68361522696356,90.71515991239754,5.171583247797688,9565.711075847705,62.97569400784253,31646,58,3,21.95974139553281,9,0
CRANE_11,12.90572649200519,42.892754590872144,192.27961790920162,220.44130152557776,43.02668981067214,78.51757416564843,6.141480246385077,9117.081330592951,79.71600203351146,14551,155,0,9.848229206658981,10,0
CRANE_06,20.01093928664647,60.64598536844392,220.5037007973586,208.2272504216761,38.17572398152629,89.68333153430147,6.51465720547153,5672.249184716072,66.08443769365786,6911,97,0,12.047305369332033,5,1
CRANE_11,15.297693370594649,47.60265187355199,212.3417650524128,196.13641905426803,36.61309205758399,85.80176873730083,1.2342125951934393,7862.833387566258,62.71034132229341,3815,84,3,11.753486842765485,10,0
CRANE_11,15.311651685724724,44.20439056799376,223.29736041030984,209.23617759022483,36.26699726291953,81.70891123385317,7.814743105453436,8934.258486346245,74.47572073691502,1350,36,0,11.060469342438171,10,0
CRANE_03,13.791898634799722,49.74639565988118,154.51038487673173,241.83428011197967,36.73271521639745,102.45288820686977,10.383352143943304,6292.31536222039,69.39258001114054,38310,114,0,6.9721748179595595,2,0
CRANE_12,11.917515898270935,45.42991732826373,198.6258281138092,233.3155362188634,36.837385318251776,103.0756373620647,11.650253060182024,6081.521910448774,62.30024359200938,6503,64,1,18.762259244062825,11,0
CRANE_10,11.893321039551749,42.84800412408852,198.67949034232876,226.66073139973673,37.61663403550516,120.52204469819873,9.580025344089407,9999.527106065283,75.27709532479118,20400,69,0,21.417222175298793,9,0
CRANE_01,12.542780329181982,54.48954954358319,154.8801150594649,241.2617959521837,36.298005601062634,87.47310043932741,6.1661174117015065,8881.35472489496,62.20394174781426,34344,64,0,10.5106499670655,0,0
CRANE_01,13.075484204858142,49.797658048661496,185.76957026441445,220.28194452378256,40.22538694711968,82.65584700400194,12.273998654376818,9665.383595245574,77.55726121328418,38772,33,3,18.004894139293846,0,0
CRANE_12,11.875685622859743,45.974641130104466,157.88750813883564,215.1432784844492,42.467528830973976,92.53051138656166,5.672531051884007,6652.9367104331195,70.6774613610437,24856,108,0,0.7236387538351607,11,0
CRANE_06,13.760686640293569,44.45281705061706,164.07188769935956,205.81085792179815,41.047290893353086,79.95860327444736,6.063624620671543,7155.387545647736,88.88028875910473,31250,39,0,8.459482821036161,5,0
CRANE_09,12.738603098647975,46.4938989933419,207.0230016950035,232.97325908444662,32.76775094438911,104.53238962207801,4.284571964772249,10025.76734927405,80.01472112341581,31030,167,2,5.680382940495139,8,0
CRANE_08,14.05444234879912,54.84407365284955,172.67801078502634,196.95968373930125,40.385768904321,91.76697572440156,4.258577100584775,6482.907363331343,83.58580708830992,29162,85,0,-0.382240392969349,7,0
CRANE_03,10.90783966776241,52.20114847116164,145.53299628453465,225.74537840961514,40.98213104839385,105.00896751447979,9.244893063182301,8286.356903431508,99.97936029633614,22775,84,0,-4.361258370645583,2,0
CRANE_08,12.13166212247586,45.01252599347476,177.0429839881341,256.17835539163895,40.65603585040718,101.40947396117498,7.643895634460922,7862.495177721139,61.221528626784554,47581,86,0,1.2706103964970143,7,0
CRANE_08,11.61695147240618,43.71575100800643,166.17766683617444,211.35831247137963,38.06867851831238,96.2296061337631,9.861869507241153,9107.172268944696,69.46824301476408,22257,26,0,6.476503044104678,7,0
CRANE_09,14.47666251859079,44.65697739080734,181.2512660519402,250.08985485823263,40.9691022707731,93.50525214156133,13.415327753436824,10655.136200811956,73.64116786917386,11720,84,1,21.669030941905994,8,0
CRANE_11,11.738834143066383,44.038844544490196,221.17665185177353,228.2190851738931,46.65659971190605,110.02258081918572,4.845792264507352,10845.023816563651,72.76759016692687,32114,165,0,37.86079586851271,10,0
CRANE_10,12.646190319635272,41.86856651091707,199.47843443696888,228.12521971590886,29.689623054465205,78.51126808484526,8.479716732358078,7097.36850540886,71.1127991051958,42259,177,0,15.669671965378301,9,0
CRANE_04,13.652192564016046,40.03962136484427,166.70947748487603,209.12976595130434,40.18560248132106,97.36183414724056,7.484670610621203,7175.614399302613,79.38064472316314,4531,146,1,8.600701126409476,3,0
CRANE_06,13.484707024171328,46.3606245278102,178.54923225248945,213.1523092403539,40.75395972186402,98.65166146828857,7.535466948419785,10207.845831379267,83.19933872996162,13817,92,0,4.496532169469159,5,0
CRANE_08,14.128538934354129,39.29363098352693,149.9573646981796,197.69982145080786,35.608770007187665,113.04977077978421,6.480573443408301,10143.924304461385,97.09068928295002,43835,153,0,9.237096544970765,7,0
CRANE_03,13.545708916177915,42.87233563945065,130.77160527793185,215.6899061542184,38.84866832146601,91.50027274448112,5.147798021409823,8320.938520414042,63.69933955025904,5787,70,0,7.249307567318458,2,0
CRANE_07,13.054670479655343,35.11181846105481,205.1487568555853,241.6936574005388,40.59382568649494,106.22699654488463,8.990699321271066,11020.532402247636,86.72770368418527,6931,132,0,11.761866955416803,6,0
CRANE_03,15.78617010425326,49.38364745335038,211.02143144564928,226.73178200681585,42.76801716912316,91.19548811311145,7.11703446507591,3396.931894849043,70.56319443852247,2831,83,3,9.1624007381606,2,0
CRANE_12,12.443790969379918,40.563233871029894,196.39114933751628,220.42735445315992,34.24614753900913,82.11973083118095,4.6792082595690365,8519.367475289779,82.60070621471338,35614,170,2,27.996060962245018,11,0
CRANE_05,10.880144012136071,44.99324546205329,170.63764847365402,204.92868655466097,33.01100920479358,98.36790061229931,6.120001517785265,8151.404066089055,80.71810211948817,11979,3,3,4.392980803703255,4,0
CRANE_08,14.918063051319805,49.26956605243632,164.95420511347365,197.94583974171053,38.89191961086569,109.93336350616526,3.808884029581968,11039.374891429541,95.65170802726377,41893,139,2,11.368303822513498,7,0
CRANE_04,23.426753187059106,55.36792596484751,164.4238373777334,211.62937582925977,43.275385017071784,76.85973009603454,4.575030928258883,8888.308869887729,85.31399429952913,40061,179,2,1.7758102570103311,3,1
CRANE_11,11.556122122094035,56.23255189787786,176.45975326639237,251.54644603904234,36.820128610079074,82.77730892829233,6.720611956279472,6773.340515232523,69.38220370737851,26781,85,1,22.824198178119133,10,0
CRANE_10,12.750399782699592,41.51615835647213,190.2656414887047,226.57515622311945,40.65198892801845,115.7802718848602,4.897151205430855,7826.597933148256,77.85151129965597,45358,37,0,24.16627152983429,9,0
CRANE_07,12.815261788878768,44.7945934850873,152.5703708603435,244.39036776450246,38.40010709588435,106.44074250316123,13.65549160708829,4723.7848591878155,69.25517721897936,38975,37,3,16.732703424245962,6,0
CRANE_04,12.540163933196297,40.433217186247255,171.90471228775974,234.20478597448854,36.79224001362406,98.56619996248013,5.754018399320152,9156.511042334601,76.04499968879817,13021,44,0,13.987959151174064,3,0
CRANE_06,12.292831115124578,44.24203554701046,120.88455594145263,221.0172078268691,33.73516505924201,124.49048373663453,5.0601069914961565,7951.436397662517,76.44474156877128,45997,69,0,2.2203065183700055,5,0
CRANE_01,11.55061539529155,45.309746681449575,189.50442141284475,246.49730566605402,32.29897201670459,105.27416820705943,9.56276976328616,6184.02623842415,72.27119115907982,37618,0,1,11.292570736016431,0,0
CRANE_11,12.900788772744335,42.850793344425355,231.2133196821084,225.355235463463,47.31197857704167,110.4731960486795,12.012994266815173,6940.834260333332,95.2244229598294,32370,109,0,21.96380432406548,10,0
CRANE_02,12.323168764325986,39.5974770689155,210.34556748516752,229.83070423486316,36.544177924559825,92.75737790050212,8.625586133802496,6812.6281401783235,67.41668550338463,25269,69,1,19.899806849854908,1,0
CRANE_08,20.579702096433056,59.685830690438806,205.10115135749936,217.23979619929702,38.908738677790254,107.0151455019431,0.8201346794602715,11734.837970618066,77.70843248063193,30012,119,0,17.711370236730403,7,1
CRANE_05,12.10332273647115,40.227058612191755,214.5674915425548,222.1145072095331,33.29144661950618,104.50795914789586,9.199151848120836,8788.337579556044,93.44088103320834,15948,43,0,5.180576580294551,4,0
CRANE_04,12.06953813290899,48.57308931268816,176.06469559539457,203.44103586345025,37.36952593108609,87.13511119814812,6.744396745750391,9108.157085972316,92.42898198179539,1519,124,0,17.281496313236424,3,0
CRANE_12,11.764750666653317,45.290309781897996,184.1621986974569,228.56711894544304,36.25926674535894,76.3139023562566,8.201176668449484,8254.796169213625,81.8610537279034,47463,19,0,6.170865588247535,11,0
CRANE_08,13.370329473292571,51.038300242195376,232.5569630187675,223.29286997358835,39.82466758841929,109.02460280456913,11.193703926575191,6656.067418076354,79.30362193873889,40875,169,0,16.030682006244504,7,0
CRANE_08,12.627194780215687,42.698378854079714,170.4723027454956,228.3658587635814,30.887441752552917,95.08618073598731,11.356165471867833,8041.195517564676,83.88504525113372,46798,69,1,18.263448645704454,7,0
CRANE_08,11.124769912396788,40.901535890985635,171.05873618807766,238.74364300893208,36.82307986076689,100.71603183865172,8.254601086466872,6982.526342221189,70.5071690717049,15983,146,0,18.523524531796205,7,0
CRANE_01,13.67576202907423,34.64346425409077,175.0470264495879,224.6865242607787,33.660571613097595,102.59328707281014,7.373425852022937,7342.157029983845,77.65376037236672,29657,40,1,3.89077310547302,0,0
CRANE_06,12.717024270984837,41.877515582374045,178.41485000153037,229.81654054378802,32.47983753581833,115.71926502819326,6.6904559605643215,7929.707569406006,76.96704890900129,2232,122,0,7.348548655509922,5,0
CRANE_09,12.66530073314719,50.641182153420075,179.67489888103742,212.87650933626344,42.61259212456408,94.27512960267188,12.654024426695877,9504.122138844381,73.74009532954402,11853,84,0,15.419050857740128,8,0
CRANE_11,10.40725053379151,31.479368197658907,216.54966684032559,204.20765453234526,37.669254431415865,81.18850397971775,9.844168098140806,7437.944970037341,60.60724288461874,4730,109,1,16.29778996397147,10,0
CRANE_08,11.478820183776943,42.86035553755331,186.23893868832945,227.03233365472306,40.737382079459856,92.32491761284857,3.4190451495168324,9427.216334129962,60.74407393449629,18776,106,0,27.916098079592338,7,0
CRANE_04,13.467663333064754,44.055987906349955,191.82865107112215,228.08874766705384,38.21304783996673,101.50180487422078,3.0405851852375245,6209.433178822279,72.19774814254909,20960,139,2,12.876122214843454,3,0
CRANE_04,11.833627021873527,44.6442837225878,136.3199747919551,191.44143136297745,34.10145809272173,95.65146936884706,9.250093458717465,6653.107373759089,78.5033068126628,34320,173,2,27.93518686206614,3,0
CRANE_04,12.832405747006629,49.883125836306974,185.39932189544186,227.7774314328612,38.83111465611127,91.46443755253274,6.7608103869715945,9150.757565171516,75.94438647637597,31161,68,0,2.4015855472861674,3,0
CRANE_06,10.524969783816399,42.29538873139087,199.59200602164617,217.60285085157213,30.28164785202897,84.69361534031815,2.2105615103809964,9894.96710695364,87.34110858475972,38858,127,0,21.156476224645793,5,0
CRANE_07,11.754423011513742,49.91705925689839,214.74358486010115,216.92829102886765,45.896277292413465,97.37631847908274,8.933902040338792,8111.262739831348,66.86725437751319,47111,32,0,15.98238902136001,6,0
CRANE_06,11.996715557332069,41.783602441600706,166.17276409249473,213.8661978334959,37.350384070160835,81.74329256581353,10.067072148327375,10382.310550081047,70.308185633534,10843,21,1,9.620291019271527,5,0
CRANE_03,14.841876913212916,41.47426520478678,188.52998539169988,213.90552867436944,35.94084087793754,108.31523469616012,8.192968585146955,5095.849978559708,84.38543018393807,2004,76,0,25.805663120859627,2,0
CRANE_02,10.468100930477297,39.42314089109862,180.34098772164978,225.9328769816863,35.5795767395266,76.99272130493785,6.1556572972645025,7064.596721563989,71.75991864670496,45127,99,1,9.935308034237899,1,0
CRANE_11,12.23038447272501,49.749387351630816,182.37415474545995,215.81076535347142,41.795037538316734,85.98701291425269,6.796813408597248,10851.538292482383,84.16684692770092,13618,150,0,19.001547022560224,10,0
CRANE_09,13.858339355995893,35.39122878219087,197.9949237747933,226.5703057587954,38.081260620312065,81.41431223639131,4.010233271268457,5967.760409281402,69.43939554492158,2974,114,0,23.33976188974211,8,0
CRANE_07,11.46896475929648,39.3940482538171,196.76618511862645,210.92611021545417,32.069936751027605,95.01649890930841,10.478988135662402,7860.270617881556,81.4590193754882,6234,80,0,11.144225799278571,6,0
CRANE_12,12.533563150211304,45.09607755713563,130.44319024681974,218.9226131755807,33.25068460690563,105.1690210920435,4.259419360423928,6018.845703357198,62.902060306186875,9699,131,0,0.19285635207512009,11,0
CRANE_12,23.379786758732315,58.63777861918201,205.98745264080708,204.9797318595066,39.14522022735669,91.78827554142505,6.8730408860978836,10294.410978817074,84.30908912144035,38670,145,1,6.28114381798137,11,1
CRANE_12,13.15302729311233,52.652801761404575,191.9406271679721,214.1794833489887,36.35056615108206,103.31814261548948,13.227840919886535,7359.573301374743,79.40463190172619,45103,121,0,14.899957536759398,11,0
CRANE_11,13.253645260609714,44.749319928935115,199.38594271070392,200.55831625298595,39.758654074859045,108.46541430655192,7.781296169249964,7221.425519545144,71.74000737214485,41477,73,0,22.98397785934182,10,0
CRANE_11,12.62923006871487,47.15603196486787,207.12820035269363,238.5812414823349,44.64313498997018,89.72163943036423,3.818713278233554,8963.69884142445,71.72309642244308,6770,81,0,15.214895897027175,10,0
CRANE_10,12.60622229951452,46.390237258486586,168.35921209366674,207.23763505678113,39.31227270900248,94.72207648057979,9.945527652200868,6290.176823188592,72.43140566793824,1173,177,0,10.625036653082091,9,0
CRANE_04,15.222741146342042,40.36758216568477,225.40399548328122,228.491162857584,41.55848070612381,66.92293737859825,7.900951770951067,8977.250157254719,67.88957877760929,9758,155,0,10.529153398503805,3,0
CRANE_11,11.730908936882415,43.731519842445266,168.94939959447666,227.53767280233382,33.204213165684,98.03701980339741,10.90730984439468,7223.752561951443,65.34269716492837,40951,102,0,23.58872710249521,10,0
CRANE_10,12.25009082127977,45.96339441173513,185.68402195401728,215.67641266169133,38.7350246947739,105.8573843690611,4.163924449526968,6235.350852652925,81.32674491206053,26110,94,0,20.414604502278426,9,0
CRANE_01,12.90422719028186,46.033305324929145,245.04025007326283,221.99248935770416,37.525831642801826,103.38450101002942,7.495118250106205,8545.52535982401,85.32346019529957,36009,42,0,13.845863726500383,0,0
CRANE_12,15.753577283847923,49.32213120852613,138.69121286511796,222.4629038698213,44.31847644468102,87.33513296644601,11.124899171113594,9929.440524409156,92.68471805906123,47663,26,0,19.08433466199248,11,0
CRANE_03,10.253894866122218,46.320782159465196,208.04902403137913,215.43446775720327,41.33997102329532,90.45773231432675,6.5246744425583865,6344.631116474117,69.07662223436469,5349,44,0,4.274864419895569,2,0
CRANE_07,10.788451117555812,56.58709106282822,138.03719694785474,246.76520779141526,35.46216154737448,90.19697896479454,7.50779482424238,6432.588301279396,70.71873289552839,36411,98,0,13.577083987479751,6,0
CRANE_08,13.307804218002405,51.359346054799246,206.46318710724879,230.1605152675374,42.10483789858614,82.19097098702856,8.453759321462979,12193.284772916986,80.31753646460005,32459,27,1,14.240656730592248,7,0
CRANE_09,13.675769789250925,44.60604655694642,227.25404362590035,228.29326681888097,35.90335438230947,87.96868820183593,5.444412882558954,7266.833335828913,88.91721159133772,34386,96,0,11.760493982132013,8,0
CRANE_05,12.293760839119079,41.24992878495788,171.94606123947872,232.61657203886534,36.513007502811384,94.49345191065726,10.615991439784946,6784.8171241318105,68.16394841191645,26212,80,2,16.078166093374776,4,0
CRANE_07,12.57098487777458,49.83727144218579,221.26894000064146,202.23867754344158,35.572739902821986,96.07719675094611,9.554431731670748,10815.201308558166,72.78768501930016,1614,40,0,28.755225102108106,6,0
CRANE_02,11.539733619472452,50.2420170670201,200.39050769310205,217.2753895859114,36.12994737376769,79.36486323997097,9.005813499198322,10442.51865150773,77.58498740601428,22432,25,1,7.23103335431677,1,0
CRANE_08,13.215912753542321,46.2589712760402,204.93496266724753,240.87648414403932,34.45805840257968,101.3436958299262,9.215358502953345,5695.807478663003,82.81290637359606,19307,60,0,13.374102158600216,7,0
CRANE_06,10.952334191682088,57.54731110494552,125.79934464167843,260.7747520511095,40.8372175798058,85.18521108684065,5.939669481595979,5792.709430914799,64.34105246682569,49831,32,1,21.029739538418944,5,0
CRANE_08,12.39836581065872,44.1678373567686,157.95438355158385,197.09917220824323,39.66011233888947,118.24215684586383,7.684804232575864,11948.784975827471,73.86031472897837,49555,123,0,18.31021100911145,7,0
CRANE_07,11.763707067562242,40.39349668059375,196.33025042610694,206.89998259883532,33.10178357587381,80.63888810942586,4.816665780893235,9916.85865816346,83.86503025750328,10104,77,1,12.60717628720866,6,0
CRANE_08,14.225131575201365,49.533265692886836,151.6853790852974,228.91563085767254,29.29136993405485,82.78768935082967,11.025663839812616,7327.569642513481,74.89300448384562,30149,153,0,23.56301667862038,7,0
CRANE_09,11.711687263762855,50.0522382135376,195.84911565897096,219.49938471331382,40.18272869406872,86.72801402502435,3.788814795001386,9389.564787744497,76.35717402637401,14605,44,2,11.635330167547755,8,0
CRANE_04,12.538198910251065,49.57721418356227,221.49016892385347,220.40993897162411,33.01027391072784,70.5104562626646,7.813667201302656,10788.098067075567,88.87918833192687,8363,162,0,17.753066889111626,3,0
CRANE_12,13.544618599566672,47.442048735104265,203.88493775516227,213.44494564006837,37.958211244629105,104.04448135541878,6.891840059912277,6624.656393711145,61.92604080912894,37229,21,0,12.216258911047817,11,0
CRANE_09,11.276153634182842,42.914886972845714,206.8232234085988,224.56132843062008,36.287958907582976,98.79793879109914,7.848046602964427,6381.372172636024,62.383055293009505,40933,129,0,22.76830776514157,8,0
CRANE_09,13.400060000278447,46.92342394905544,181.1675032818084,242.10784648795786,33.42398299244264,94.78005286708904,6.649441964414068,7273.859489534543,72.10470438804808,6090,27,0,24.249015943453706,8,0
CRANE_03,13.59991352645492,44.361026304547785,188.69032345352545,224.55378395218463,31.51908469848944,82.94924949693664,10.584998940309028,9784.113108927464,61.197272290187705,27357,58,0,20.630499124730008,2,0
CRANE_03,15.10998619229362,47.19443413604399,135.12330826282064,241.09205696332384,40.64943411331214,98.19057512236328,6.417816533079399,9288.786187028554,76.84782193631635,3748,33,1,15.616228835036388,2,0
CRANE_04,25.86194976144573,60.473983384622414,171.3426690663993,197.33016009687154,36.27469663884996,98.93552159113966,7.172810770620393,10577.18264801377,67.41360049903795,20354,156,2,10.48985900228435,3,1
CRANE_03,22.952134433284613,69.85354347039603,215.68976144754185,154.79631292765137,35.269262218545144,100.80783963970224,5.233238660102116,7689.924068120017,73.17278551877737,35059,83,0,20.175377973633495,2,1
CRANE_03,10.639309077701673,47.55257296664391,187.110082165126,230.15635793189603,34.863735312987515,63.61961166972191,6.531065220713337,5824.140279382311,92.82679448544137,5513,82,0,18.253153306691274,2,0
CRANE_11,9.137538936247807,41.03885562384346,171.03953477839136,203.75399728009342,31.053209458305037,90.68163081712791,3.88839203316176,9910.825567804583,91.19649198887171,45561,172,0,6.065841374332901,10,0
CRANE_05,13.953330181128992,45.087167950763536,169.93125824588986,208.3378512464506,42.51363262988556,98.529937958449,6.274824213472046,6524.4524078717395,91.48068174205923,11332,17,2,30.8433872342325,4,0
CRANE_11,12.232777181874082,40.042330552992276,192.1714579368759,223.36495397320198,33.02646677699968,99.57132623944315,12.579435622781435,9217.811655926442,92.17860091586485,46570,99,2,20.186722141942447,10,0
CRANE_03,12.857227840785955,50.70359671139755,197.0202164089475,220.78438786917354,31.615083186494378,88.59229805184808,7.494542025020534,7719.388175721692,74.14883090660166,42141,16,0,11.453401579216235,2,0
CRANE_07,12.239738313108916,42.148144862740416,236.46935981173263,218.56025634720646,38.24835908416524,95.75500418154661,6.306150810926613,7403.427696876097,70.1536373339898,29637,61,0,10.845861975408583,6,0
CRANE_06,12.562798217889577,40.32998248670885,180.2044254797757,225.55285762610254,36.45254139253678,80.87953434285208,9.216988083950966,7952.871407524994,82.39787548056353,25944,120,1,24.281668894122014,5,0
CRANE_10,14.181785462044369,47.41114307460107,215.96835977159745,231.19207016239204,38.25911057589128,115.50551374598413,4.169715187885634,4730.524054038867,79.23201678686812,33502,128,1,13.670604040196713,9,0
CRANE_08,15.1083580851037,42.22475272557163,229.34229725838605,209.16856737636235,38.63568167810611,106.34743095521273,9.831426948381052,7369.069663452822,79.45244339590711,30158,128,0,14.680310840363166,7,0
CRANE_12,12.843823411854792,47.73924511490549,183.88425847844363,212.39649023562467,36.72813514637393,100.78744203619813,5.952370813201329,4266.238314999449,72.17631519313153,44009,106,3,7.708135663631609,11,0
CRANE_02,16.080580178091385,50.17532578268241,172.06833897967456,206.01128097427207,40.13290325253002,91.23676860891712,0.30265372348060193,11161.896503789405,74.60019519354415,1981,17,0,5.108773267841862,1,1
CRANE_02,13.195760084528297,35.44102804876424,229.4536551001651,219.4858707205136,37.339970115005784,90.10390269263179,4.302971843486279,7465.998466061981,74.18665958844609,5980,51,0,13.71858290170451,1,0
CRANE_05,19.53270519791679,55.76761047456735,207.7613167730855,209.79869050199164,47.68044627900022,89.89278679839379,12.126106679539152,9795.673702743696,85.66900304098851,45249,103,3,6.632370470985809,4,1
CRANE_12,19.966233710361898,58.278603047384735,178.26718631236582,213.1455091422641,32.40222187445994,78.51954066338885,11.84518992741648,8106.848340405979,63.83778065336122,693,140,1,19.127488307417803,11,1
CRANE_11,12.302653028548018,42.48343695995847,133.45912449078736,228.48069530468572,34.5264688157859,78.72083859771175,5.4143987296944704,8102.114241074805,87.02222576824805,25526,5,0,28.532272897551007,10,0
CRANE_05,12.456672908848471,38.45252555182459,186.46871556244452,207.70223820582544,35.58752912326407,108.65261514343118,7.845424318973028,5850.040122297962,81.48946317389138,2179,141,0,15.01850040190045,4,0
CRANE_12,18.992214086596224,58.67268763538512,210.75313566719848,220.56680265507265,39.44594323285312,94.2983335712381,7.6537862235044765,5144.556627635837,75.1200879990405,39597,36,3,15.338065249033406,11,1
CRANE_07,13.649917096919953,44.77857811962128,172.7438709211784,249.99741760054144,38.848367668055985,82.8757136444492,6.338714030771525,6279.852627110531,73.88134630498806,13263,146,0,14.157332296238025,6,0
CRANE_01,13.658936031386506,46.91131635395275,163.3284253128738,241.45677751583153,47.66397473945861,71.35005357502197,7.00425058433627,8847.553000868815,72.57843502669814,46488,41,0,25.601745568105752,0,0
CRANE_04,13.826473470424828,44.07415171645919,198.91796090950362,204.76594646279193,45.04956826713488,101.25458567954995,7.199951746678954,6779.5151693458865,75.53362259628865,40868,166,0,25.863033948137318,3,0
CRANE_07,21.53831418097603,58.38780315788581,190.48155273835675,207.26035979223934,38.616789462824514,94.69634592350036,9.575939819151381,10206.58291945676,67.64541822148207,44087,16,1,14.426058626265425,6,1
CRANE_09,10.633244374480753,32.708304425626714,168.47633600829204,213.9764318457299,39.99595832408949,89.32571431656459,11.698355776933024,11459.09864218447,80.42431639517893,3025,39,3,26.665438689307464,8,0
CRANE_05,12.717985341887134,40.150067978515374,145.07396392322332,206.82261091602737,40.31138724750545,86.53076356860319,11.75791160564281,6176.172674389395,66.59384471561066,46695,46,2,1.2173732839600344,4,0
CRANE_07,15.137508040356959,46.20036712982517,189.25885309815064,238.77163286855642,41.60705702385356,95.60772207627383,7.511924124985522,8121.051091254225,84.09616481631826,33860,138,0,13.053136212538071,6,0
CRANE_04,11.590872078729765,47.21744079572203,167.25269643547352,218.91183618430293,42.640648842098244,97.28667953680814,7.653250373071599,11918.318476735096,79.25013114438282,48396,119,1,11.743236066571122,3,0
CRANE_07,14.808062997131167,54.23888116128369,163.6112271111739,221.45557353442396,38.82788480842127,88.86385543794056,11.415848108552828,7810.897509448563,77.89467488994875,35570,29,2,17.70437693978304,6,0
CRANE_02,13.001141464202565,43.9116988698512,143.73307690829094,250.78194131630707,37.65877170402507,109.27894139423589,12.519623819276708,9217.25583538344,62.82804809929419,28416,83,3,10.905236223584545,1,0
CRANE_10,11.295562146770068,51.34239989336356,187.80162710560788,224.46442878531693,38.577973323614785,72.69839839292833,8.780794701385945,7589.812858392785,81.53322829996071,27876,13,0,12.106477755346406,9,0
CRANE_03,23.987480708719495,60.084451181223656,198.2352432551046,181.10359373140278,31.71852875090523,108.64001248078718,10.208446877595826,5760.7891700762,71.85145118610961,46974,81,0,6.375702575678397,2,1
CRANE_11,11.698022504012398,41.69703923497573,158.40424459259245,216.9001022134687,39.21373639332064,101.41079444398748,3.615687734822172,5645.769915087623,67.20722003875106,37338,160,3,15.904366243276645,10,0
CRANE_06,13.66158689640544,44.26769758832122,201.8392571112975,232.04559332339383,46.719987921497456,81.0997330301543,9.786463738558439,7378.981248644347,75.18465722817706,13888,123,2,15.76086707179274,5,0
